BYZ_conservative;Meritocratic Party;Komma Ethnikofronon;Komma Ethnikofronon;;Partido Meritocrático;;;;;;;;x;;;;;;;;
BYZ_reactionary;Optimate Restoration Committee;Optimate Restoration Committee;Optimate Restoration Committee;Optimate Restoration Committee;Junta de Restauración Optimate;;;;;;;;x;;;;;;;;
BYZ_liberal;Senate and the Romonon People;Senate and the Romonon People;Senate and the Romonon People;Senate and the Romonon People;Senado y Pueblo Romono;;;;;;;;x;;;;;;;;
BYZ_anarcho_liberal;Greek Minarchist Party;Greek Minarchist Party;Greek Minarchist Party;Greek Minarchist Party;Partido Minarquísta Griego;;;;;;;;x;;;;;;;;
BYZ_socialist;Social Union of Wakracia;Social Union of Wakracia;Social Union of Wakracia;Social Union of Wakracia;Unión Social de Wakracia;;;;;;;;x;;;;;;;;
BYZ_communist;Wakracia Commune Party;Wakracia Commune Party;Wakracia Commune Party;Wakracia Commune Party;Partido de la Comuna de Wakracia;;;;;;;;x;;;;;;;;
BYZ_fascist;Myrmidon Party;Myrmidon Party;Myrmidon Party;Myrmidon Party;Partido Mirmidón;;;;;;;;x;;;;;;;;
ISR_conservative;Herut;Herut;Herut;;Herut;;;;;;;;x;;;;;;;;
ISR_reactionary;Hazit Datit Meuhedet;Hazit Datit Meuhedet;Hazit Datit Meuhedet;;Hazit Datit Meuhedet;;;;;;;;x;;;;;;;;
ISR_liberal;Miflaga Progresivit;Miflaga Progresivit;Miflaga Progresivit;;Miflaga Progresivit;;;;;;;;x;;;;;;;;
ISR_anarcho_liberal;Tzionim Klaliym;Tzionim Klaliym;Tzionim Klaliym;;Tzionim Klaliym;;;;;;;;x;;;;;;;;
ISR_socialist;Mifleget Poalei Eretz Yisrael;Mifleget Poalei Eretz Yisrael;Mifleget Poalei Eretz Yisrael;;Mifleget Poalei Eretz Yisrael;;;;;;;;x;;;;;;;;
ISR_communist;HaMiflega HaKomunistit HaYisraelit;HaMiflega HaKomunistit HaYisraelit;HaMiflega HaKomunistit HaYisraelit;;HaMiflega HaKomunistit HaYisraelit;;;;;;;;x;;;;;;;;
ISR_fascist;Brit HaBirionim;Brit HaBirionim;Brit HaBirionim;;Brit HaBirionim;;;;;;;;x;;;;;;;;
ICL_conservative;Sjálfstaeddisflokkurinn;Sjálfstaeddisflokkurinn;Sjálfstaeddisflokkurinn;;Sjálfstaeddisflokkurinn;;;;;;;;x;;;;;;;;
ICL_reactionary;Borgaraflokkurinn;Borgaraflokkurinn;Borgaraflokkurinn;;Borgaraflokkurinn;;;;;;;;x;;;;;;;;
ICL_liberal;Framsóknarflokkurinn;Framsóknarflokkurinn;Framsóknarflokkurinn;;Framsóknarflokkurinn;;;;;;;;x;;;;;;;;
ICL_anarcho_liberal;Besti flokkurinn;Besti flokkurinn;Besti flokkurinn;;Besti flokkurinn;;;;;;;;x;;;;;;;;
ICL_socialist;Althýedduflokkurinn;Althýedduflokkurinn;Alth_edduflokkurinn;;Althýedduflokkurinn;;;;;;;;x;;;;;;;;
ICL_communist;Kommúnistaflokkur Íslands;Kommúnistaflokkur Íslands;Kommúnistaflokkur Íslands;;Kommúnistaflokkur Íslands;;;;;;;;x;;;;;;;;
ICL_fascist;Flokkur Thjóeddernissinna;Flokkur Thjóeddernissinna;Flokkur Thjóeddernissinna;;Flokkur Thjóeddernissinna;;;;;;;;x;;;;;;;;
ANY_CORE_LIMITED;For any core that is\n;Pour tout territoire clé qui est\n;Für jede Kernprovinz, für die gilt:\n;;Para cualquier núcleo que esté\n;;;;;;;;x;;;;;;;;
ANY_CORE_NORMAL;All core provinces will get\n;Tous les territoires clés obtiennent\n;Alle Kernprovinzen erhalten\n;;Todas las provincias núcleo recibirán\n;;;;;;;;x;;;;;;;;
POLITICS_NOT_BEFORE;We can not change ruling party again before §Y$DATE$§W.;Nous ne pouvons pas changer de parti dirigeant avant §Y$DATE$§W.;Ein erneuter Wechsel der Regierungspartei ist vor §Y$DATE$§W unmöglich.;;No podemos cambiar de nuevo el partido gobernante hasta el §Y$DATE$§W.;;;;;;;;x;;;;;;;;
POLITICS_NOT_ACCEPTED;Our form of government does not allow §Y$WHICH$§W parties.;Notre forme de gouvernement n’autorise pas les partis §Y$WHICH$§W.;Unsere Regierungsform gestattet keine §Y$WHICH$en§W Parteien.;;Nuestra forma de gobierno no permite partidos §Y$WHICH$§W.;;;;;;;;x;;;;;;;;
RELEASE_PRESTIGE;Prestige: ;Prestige : ;Prestige: ;;Prestigio: ;;;;;;;;x;;;;;;;;
RELEASE_INFAMY;Infamy: ;Infamie : ;Infamie: ;;Infamia: ;;;;;;;;x;;;;;;;;
PROV3247;West Hawaii;Hawaii ouest;West-Hawaii;;Hawai occidental;;;;;;;;;x;;;;;;;
PROV3248;West Magellan Strait;Ouest du détroit de Magellan;Westliche Magellanstraße;;Estrecho de Magallanes occidental;;;;;;;;;x;;;;;;;
EVTDESC1002;A group of liberals disgruntled with their lack of economic freedom, and the pace of parliamentary reform, have formed a new faction in $COUNTRY_ADJ$ politics. The Minarchist are the revolutionary avantgarde of the liberal ideology, and they will not hesitate to use whatever means necessary to see their ideas of freedom and free trade instituted both in $COUNTRY$ and abroad.;Un groupe de libéraux mécontents du manque de liberté économique et du progrès des réformes parlementaires a créé une nouvelle faction politique en $COUNTRY$. Les anarcho-libéraux constituent l’avant-garde révolutionnaire de l’idéologie libérale, et ils n’hésiteront pas à recourir à tous les moyens nécessaires pour voir prospérer leurs idéaux de liberté individuelle et commerciale en $COUNTRY$ et dans le monde.;Eine Gruppe Liberaler, die aufgrund ihrer fehlenden wirtschaftlichen Freiheit und der ihrer Ansicht nach zu langsam ablaufenden parlamentarischen Reform unzufrieden ist, hat eine neue Fraktion in der $COUNTRY_ADJ$en Politik gebildet. Die Anarcho-Liberalen sind die revolutionäre Avantgarde der liberalen Ideologie, und sie werden vor keinen Mitteln zurückschrecken, um ihre Ideen von Freiheit und Handelsfreiheit in $COUNTRY$ und im Ausland durchzusetzen.;;Un grupo de liberales, descontentos con la falta de libertad económica y la lentitud de las reformas parlamentarias, ha formado una nueva facción en la escena política $COUNTRY_ADJ$. Los minarquistas, vanguardia de la ideología liberal, no vacilarán en usar los medios necesarios para que sus ideales de libertad y libre comercio se implanten tanto en $COUNTRY$ como más allá de sus fronteras.;;;;;;;;;x;;;;;;;
SOMEONE_HAS_ADDED_STATUS_QUO;We cannot add a wargoal if someone has added a §YStatus Quo§W wargoal;Nous ne pouvons pas ajouter d’objectif de guerre si quelqu’un a ajouté l’objectif de guerre : §YStatu Quo§W.;Wir können kein Kriegsziel hinzufügen, wenn jemand ein §YStatus Quo§W-Kriegsziel hinzugefügt hat.;;No podemos añadir un objetivo bélico si alguien ya ha añadido uno de §YStatus Quo§W;;;;;;;;x;;;;;;;;
NO_INTERVENTION_NOT_ENOUGH_OPINION;In order to intervene, a nation targeted by a wargoal need to have at least §Y$REQLEVEL$§W opinion of us;Pour intervenir, une nation visée par un objectif de guerre doit avoir au moins une opinion de nous égale à §Y$REQLEVEL$§W.;Zum Intervenieren muss eine Nation, die Ziel eines Kriegsziels ist, mindestens eine §Y$REQLEVEL$§W von uns haben.;;Para poder intervenir, un país objeto de un objetivo bélico debe tener una opinión sobre nosotros de al menos §Y$REQLEVEL$§W;;;;;;;;x;;;;;;;;
peking_convention_title;The Peking Convention;La convention de Pékin.;Die Pekinger Konvention;;La convención de Pekín;;;;;;;;;x;;;;;;;
peking_convention_desc;Since the Treaty of Nerchinsk (1689), the Russian Empire has recognized the Argun river and the Stanovoy mountains as the natural frontiers between Russia and China.  In the mid 19th century the Russians would expand beyond this border to seize the vast lands between the Stanovoy Mountains and the Amur River. The Western Allies would later bring the Second Opium War to a conclusion by burning the Chinese Emperor's summer palaces, and entering Beijing. A cunning major general named Nikolay Ignatiev was able to convinced the Chinese that only Russian support would cause the allies to evacuate Peking. The price for this support was the Convention of Peking, which confirmed Muravyov's gains and, additionally, ceded territory between the Ussuri River and the Pacific to Russia. Thus, Russia had gained some 350,000 square miles of territory without firing a single shot.;Depuis le traité de Nerchinsk (1689), l’Empire russe a reconnu le fleuve Argun et les monts Stanovoy comme frontière naturelle entre la Russie et la Chine.  Au cours du XIXe siècle, les Russes franchirent cette frontière pour s’emparer des vastes territoires entre les monts Stanovoy et le fleuve Amour. Les Puissances occidentales mirent plus tard un terme à la seconde guerre de l’opium en brûlant les palais d’été de l’empereur et en s’emparant de Pékin. Un général russe avisé du nom de Nicolaï Ignatiev parvint à convaincre les chinois que seul le soutien de la Russie permettrait l'évacuation de Pékin par les alliés. Le prix de ce soutien fut la convention de Pékin, qui entérinait les conquêtes de Muravyov et cédait à la Russie les territoires entre le fleuve Ussuri et la côte pacifique. Ainsi, la Russie gagna-t-elle 560 000 kilomètres carrés sans tirer un coup de fusil.;Seit dem Vertrag von Nertschinsk (1689) hatte das russische Reich den Fluss Argun und das Stanowoigebirge als natürliche Grenze zwischen Russland und China betrachtet. Mitte des 19. Jahrhunderts wollten die Russen diese Grenze erweitern, um das weiträumige Gebiet zwischen dem Stanowoigebirge und dem Fluss Amur zu annektieren. Später beendeten die westlichen Alliierten den zweiten Opiumkrieg durch Niederbrennen der Sommerpaläste des chinesischen Kaisers und marschierten in Peking ein. Der gerissene Generalmajor Nikolai Ignatjew konnte die Chinesen überzeugen, dass sie die Westmächte nur mit russischer Unterstützung zum Abzug bewegen können würden. Der Preis für diese Unterstützung war die Pekinger Konvention, die Murawjows Forderungen bestätigte und Russland zusätzlich noch das Territorium zwischen dem Fluss Ussuri und dem Pazifik zusprach. Russland hatte sich also einen Gebietsgewinn von 350000 Quadratmeilen verschafft, ohne einen einzigen Schuss dafür abzufeuern.;;Desde el tratado de Nerchinsk (1689), el imperio ruso siempre había reconocido el río Argun y la cordillera de Stanovoy como fronteras naturales entre Rusia y China.  A mediados del siglo XIX, los rusos se expandirían más allá de esta frontera para apoderarse de los vastos territorios situados entre las montañas Stanovoy y el río Amur. Más adelante, los países occidentales pondrían fin a la Segunda Guerra del Opio incendiando los palacios estivales del emperador de China y ocupando Pekín. Un astuto general llamado Nikolay Ignatiev logró convencer a los chinos de que solo el apoyo de Rusia obligaría a los aliados a evacuar la capital. El precio de este apoyo fue la convención de Pekín, donde se confirmaron las ganancias obtenidas por Muravyov y, además, China cedió a Rusia nuevos territorios entre el río Ussuri y el Pacífico. De este modo, Rusia adquirió unas 350.000 millas cuadradas de territorio sin tener que disparar un solo tiro.;;;;;;;;;x;;;;;;;
russian_vladivostok_title;The Ruler of the East;Le maître de l’Orient;Der Herrscher des Ostens;;El señor de oriente;;;;;;;;;x;;;;;;;
russian_vladivostok_desc;In July of 1860 the port of Vladivostok, or “Ruler of the East,” was founded near the Korean frontier.  It would become a major Russian trade port and shipbuilding yard. Eventually, it would become the focal point of an intercontinental railroad as well as a major scientific, cultural, and industrial center in its own right. The Czar dreamed that the city would become a hub connecting the west with the east. Perhaps the railroad to Vladivostok will eventually replace the Suez Canal as the bearer of goods and raw materials between the East and the West?;En juillet 1860, le port de Vladivostok, « le maître de l’Orient » en Russe, fut fondé près de la frontière coréenne.  Il deviendra un des principaux ports et chantiers navals de Russie. La ville finira par devenir le point central d’un réseau ferroviaire intercontinental ainsi qu’une grande capitale scientifique, culturelle et industrielle. Le tsar rêvait d’en faire une passerelle entre l'Occident et l'Orient. Peut-être qu’un jour, le chemin de fer de Vladivostok remplacera-t-il le canal de Suez dans l’acheminement des marchandises et des matières premières entre l’Orient et l’Occident ?;"Im Juli 1869 wurde der Hafen von Wladiwostok, oder auch ""Der Herrscher des Ostens"" nahe der koreanischen Grenze eingeweiht. Er entwickelte sich im Laufe der Zeit zu einem wichtigen Handelshafen und Werftstandort für Russland. Schließlich wurde Wladiwostok zum Mittelpunkt einer interkontinentalen Eisenbahnstrecke sowie zu einem eigenständigen Wissenschafts-, Kultur- und Industriezentrum. Der Zar träumte davon, dass die Stadt der Hauptverbindungspunkt zwischen Ost und West werden würde. Vielleicht wird Wladiwostok schließlich sogar den Suezkanal als Haupttransportader von Gütern und Rohmaterialien zwischen der östlichen und westlichen Hemisphäre ersetzen?";;En julio de 1860 se fundó el puerto de Vladivostok (conocido como “señor de oriente”) cerca de la frontera con Corea.  Se convertiría en un importante núcleo comercial ruso y un astillero de primer orden. Con el tiempo, llegaría a ser el punto focal de un ferrocarril intercontinental, así como un importantísimo centro científico, cultural e industrial por propio derecho. El zar soñaba que la ciudad se convertiría en un eje de conexión entre oriente y occidente. Incluso, quién sabe, el ferrocarril de Vladivostok podía llegar a reemplazar al canal de Suez como principal vía de transporte de mercancías entre el este y el oeste...;;;;;;;;;x;;;;;;;
EVTNAME80000;The Convention of Peking;La convention de Pékin;Die Pekinger Konvention;;La convención de Pekín;;;;;;;;;x;;;;;;;
EVTDESC80000;The Russians have demanded that we acquiesce to their theft of our rightful territory. This is outrageous, but we may have no recourse but to accept their demands. If we do, they shall help ensure our sovereignty vis-à-vis the other Europeans. Also, we may be incapable of defeating them if the Russians decide to resolve this issue by force.;Les Russes exigent que nous acquiescions au vol de notre territoire légitime. C’est un outrage, mais nous n’avons pas d’autre choix que de céder à leurs exigences. Si nous cédons, nous assurerons par là notre souveraineté à l’égard des autres européens. De plus, nous serions dans l’incapacité de vaincre si les Russes décidait de résoudre la situation par la force.;Die Russen haben verlangt, dass wir ihren Diebstahl unseres rechtmäßigen Territoriums anerkennen. Dies ist unerhört, aber uns wird vermutlich keine andere Wahl bleiben, als ihren Forderungen zu entsprechen. Falls wir das tun, werden sie uns bei der Behauptung unserer Souveränität den anderen Europäern gegenüber helfen. Sollten sich die Russen entscheiden, diesen Disput mit Waffengewalt zu lösen, würden wir sie vermutlich sowieso nicht schlagen können.;;Los rusos han exigido que reconozcamos lo que es un flagrante robo de nuestro legítimo territorio. Es un ultraje, pero no tenemos más remedio que aceptar sus demandas. Si lo hacemos, garantizarán nuestra soberanía frente a las demás potencias europeas. Además, si decidiéramos oponernos a ellos por la fuerza, tal vez no podríamos derrotarlos.;;;;;;;;;x;;;;;;;
EVTOPTA80000;We have no choice, sign their treaty.;Nous n’avons pas d’autre choix que de signer le traité.;Wir haben keine Wahl. Vertrag unterzeichnen!;;No tenemos alternativa, firmad el tratado.;;;;;;;;;x;;;;;;;
EVTOPTB80000;The Czar can go to hell!;Que le tsar aille au diable !;Der Zar soll in der Hölle schmoren!;;¡Que el zar se vaya al Infierno!;;;;;;;;;x;;;;;;;
EVTNAME80001;China rejects the Convention;La Chine rejette la convention;China lehnt die Konvention ab;;China rechaza la convención;;;;;;;;;x;;;;;;;
EVTDESC80001;The ungrateful Chinese would rather watch their cities burn than agree to our rightful demands. We may just have to accommodate the desires of our wayward Asiatic neighbors.;Les Chinois ingrats préfèrent voir leurs villes brûler que d’accéder à nos demandes légitimes. Peut-être devrons-nous nous accommoder des désirs de nos voisins asiatiques butés.;Die undankbaren Chinesen möchten lieber ihre Städte in Flammen sehen, als unseren rechtmäßigen Forderungen zu entsprechen. Wir müssen den Wünschen unserer widerspenstigen asiatischen Nachbarn wohl nachkommen ...;;Los ingratos chinos prefieren ver arder sus ciudades antes que acceder a nuestras legítimas demandas. Puede que tengamos que doblegarnos a los deseos de nuestros vecinos asiáticos.;;;;;;;;;x;;;;;;;
EVTOPTA80001;Where once the Russian flag is raised, it must not be lowered!;Là où a été hissé le drapeau russe, il ne peut être amené !;Wo einmal die russische Flagge gehisst wurde, darf sie nicht mehr verschwinden!;;¡Allí donde se ha izado la bandera de Rusia, ya nunca vuelve a arriarse!;;;;;;;;;x;;;;;;;
OL_SIEGES;Occupations;Occupations;Besetzungen;;Ocupaciones;;;;;;;;;x;;;;;;;
IS_NOT_BIG_PROD_TRIG;Is NOT a big producer of §Y$VAL$§W.\n;N’est pas un gros producteur de §Y$VAL$§W.\n;Ist KEIN großer Produzent von §Y$VAL$§W.\n;;NO es un gran productor de §Y$VAL$§W.\n;;;;;;;;x;;;;;;;;
IS_BIG_PROD_TRIG;Is a big producer of §Y$VAL$§W.\n;Est un gros producteur de §Y$VAL$§W.\n;Ist ein großer Produzent von §Y$VAL$§W.\n;;Es un gran productor de §Y$VAL$§W.\n;;;;;;;;x;;;;;;;;
HAVE_LOWER_RANK_THAN;Lower rank than ;De rang inférieur à ;Niedrigerer Rang als ;;Clasificación menor que ;;;;;;;;x;;;;;;;;
HAVE_HIGHER_RANK_THAN;Higher rank than ;De rang supérieur à ;Höherer Rang als ;;Clasificación mayor que ;;;;;;;;x;;;;;;;;
MUST_NEGOTIATE_WITH_WAR_LEADER_STATUS_QUO;We must negotiate with the enemy §YWar leader§W since we have added wargoals and they have added a §YStatus Quo§W wargoal;Nous devons négocier avec le §YWar leader§W ennemi car nous avons ajouté des objectifs de guerre et ils ont ajouté un objectif de §YStatu Quo§W.;Wir müssen mit dem feindlichen §YKriegsführer§W verhandeln, da wir Kriegziele hinzugefügt haben und sie ein §YStatus Quo§W-Kriegsziel hinzugefügt haben.;;Debemos negociar con el §Ylíder de la guerra§W enemigo, porque hemos añadido un objetivo bélico y ellos han hecho lo propio con uno de §YStatus Quo§W;;;;;;;;;x;;;;;;;
law_of_guarantees_title;The Law of Guarantees;La loi des garanties;Das Garantiegesetz;;La ley de garantías;;;;;;;;;x;;;;;;;
law_of_guarantees_desc;In 1870 'The Law of Guarantees' was a law passed by the newly formed Kingdom of Italy -- aimed at solving the 'Roman Question' -- that accorded the pope privileges similar to that of the King himself, including the right to send and receive ambassadors. Pope Pius IX refused to accept the laws, which were seen by both him and his successors as an infringement of the independence of the Holy See. While the issue was not conclusively solved until the Lateran Treaty of 1929, the Law of Guarantees nevertheless meant that the young Kingdom's capital would from then on be Rome.;En 1870, la « Loi des garanties » fut passée par le tout jeune royaume d’Italie pour résoudre la « question romaine ». Cette loi accordait au pape des privilèges équivalents à ceux du roi, y compris le droit de recevoir et de nommer des ambassadeurs. Le pape Pie IX refusa la loi, que lui-même et ses successeurs considéraient comme une atteinte à l'indépendance du Saint Siège. Si la question ne fut définitivement réglée qu’en 1929 avec le Traité de Latran, la loi des garanties a néanmoins établi que la capitale du nouveau royaume serait Rome.;Mit dem im Jahr 1870 vom neu gegründeten Königreich Italien verabschiedeten 'Garantiegesetz' sollte die 'Römische Frage' gelöst werden. Das Gesetz gestand dem Papst dieselben Privilegien wie dem König selbst zu, einschließlich dem Recht, Botschafter zu entsenden und zu empfangen. Papst Pius IX. lehnte das Gesetz ab, das er und seine Nachfolger als Schmälerung der Unabhängigkeit des Heiligen Stuhls betrachteten. Obwohl das Problem erst in den Lateranverträgen von 1929 endgültig gelöst werden konnte, bedeutete das Garantiegesetz trotzdem, dass die Hauptstadt des jungen Königreichs von jenem Zeitpunkt an Rom war.;;En 1870, con el fin de resolver la 'Cuestión Romana', el recién formado reino de Italia promulgó la 'ley de garantías', en la que se concedían al pontífice privilegios equivalentes a los del rey, incluido el derecho a enviar y recibir embajadores. El papa Pío IX se negó a aceptar la ley, a la que tanto él como sus sucesores consideraron un atentado contra la independencia de la Santa Sede. Aunque el asunto no quedaría permanentemente zanjado hasta el Tratado Laterano de 1929, la ley de garantías suponía que la capital del joven reino estaría en la ciudad de Roma.;;;;;;;;;x;;;;;;;
form_byzantine_empire_title;King of Kings, Ruler of Rulers;Le Roi des Roi;König der Könige, Herrscher der Herrscher;;Rey de reyes, gobernante de gobernantes;;;;;;;;;x;;;;;;;
form_byzantine_empire_desc;With the collapse of the Ottoman Empire, the Ottoman claims to Imperial Roman titles, so viciously and deceitfully wrought from Greek hands in the dark year of 1453, are all fast becoming fading memories. Constantinople, the City of Man's Desire, is again, after centuries of Turkish occupation, in Greek hands. As years and time passed again, again ours they were. Basileos, proclaim our Empire restored!;Avec la chute de l’Empire ottoman, les prétentions ottomanes sur les titres de la Rome impériale, arrachés des mains grecques par traitrise et fourberie en cette sombre année 1453, ne sont plus que des souvenirs oubliés. Constantinople, la ville des désirs d’un homme, est de nouveau grecque après des siècles d’occupation turque. Tandis que les années passaient, notre heure est revenue. Basileos, proclame notre empire restauré !;Durch den Zusammenbruch des osmanischen Reiches wird von den osmanischen Ansprüchen an kaiserlich-römische Titel, die man den Griechen im schwarzen Jahr 1453 so brutal und hinterlistig entrissen hatte, bald nicht mehr als schnell verblassende Erinnerungen übrig sein. Konstantinopel, die Stadt der sieben Hügel, ist nach Jahrhunderten türkischer Besetzung nun wieder in griechischen Händen. Basileos, proklamiere unser Reich als wiederhergestellt!;;Con el colapso del Imperio Otomano, las pretensiones de los turcos con respecto a los títulos imperiales romanos, tan cruel y maliciosamente arrebatadas de manos de los griegos en el sombrío año de 1453, están quedando relegadas a la condición de mero recuerdo. Constantinopla, la 'Ciudad del Deseo del Hombre', vuelve a estar, tras siglos de ocupación turca, en manos de los griegos. Han pasado muchos años, pero todo vuelve a su lugar. ¡Basileos, proclamad la restauración de nuestro imperio!;;;;;;;;;x;;;;;;;
form_israel_title;The Balfour Declaration;La déclaration Balfour;Die Balfour-Deklaration;;La declaración Balfour;;;;;;;;x;;;;;;;;
form_israel_desc;International governments have decided that a homeland for the Jewish people must be created and will spare no effort to ensure that this goal is achieved\n\Given the influence we exert on the globe, we could issue a statement expressing our decision on where to settle the Jewish people.;« Le gouvernement de Sa Majesté voit favorablement l’établissement en Palestine d’un territoire national pour le peuple juif, et mettra tout en œuvre pour faciliter la réalisation de cet objectif…\n\nDans la mesure où nous exerçons une influence non négligeable en Judée et au Levant, régions antiques qui virent la naissance de la nation juive, par cette déclaration, nous proclamons notre attitude favorable à l'établissement d'un territoire national pour le peuple juif dans cette région.;Ihrer Majestät Regierung sieht die Etablierung Palästinas als nationale Heimat des jüdischen Volkes wohlwollend, und wird ihr Möglichstes tun, um das Erreichen dieses Ziel zu fördern ...'\n\nDa wir in Judäa und der Levante, den uralten Geburtsstätten der jüdischen Nation, bedeutenden Einfluss haben, können wir unsere Befürwortung der dortigen Etablierung einer nationalen Heimat für das jüdische Volk deklarieren.;;Los gobiernos internacionales han decidido que se debe crear una patria para el pueblo judío y no escatimarán en esfuerzos para asegurarse de que se alcance este objetivo...\n\nDada la influencia que ejercemos en el globo, podríamos emitir una declaración en la que se exprese nuestra decisión sobre donde establecer el pueblo judío.;;;;;;;;x;;;;;;;;
BYZ_absolute_monarchy;Wakracian Empire;Empire byzantin;Byzantinisches Reich;;Imperio Wakracio;;;;;;;;;x;;;;;;;
BYZ_proletarian_dictatorship;Union of Wakracian Laborist Republics;Union des thèmes rouges;Union der Rotthematiker;;Unión de Repúblicas Laboristas Wakracias;;;;;;;;;x;;;;;;;
BAB;Babylon;Babylone;Babylon;;Babilonia;;;;;;;;;x;;;;;;;
BAB_ADJ;Babylonian;babylonien;Babylonisch;;Babilónica;;;;;;;;;x;;;;;;;
BAB_conservative;The Code of Laws Party;Le parti du code des lois;Die Gesetzbuchpartei;;El Partido del Código Legal;;;;;;;;;x;;;;;;;
BAB_liberal;The (Hanging) Garden Party;Le parti des jardins (suspendus);Die (Hängende) Gartenpartei;;El Partido de los Jardines Liberales;;;;;;;;;x;;;;;;;
BAB_reactionary;Hammurabi's Helpful;Parti hammourabien;Hammurabis Helfer;;Los Seguidores de Hammurabi;;;;;;;;;x;;;;;;;
BAB_communist;The Ziggurat Faction (Marxist-Leninist);La faction ziggourat (marxiste-léniniste);Die Ziggurat-Fraktion (marxistisch-leninistisch);;La Facción Ziggurat Comunal;;;;;;;;;x;;;;;;;
